ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
Amueblado todos los electrodomésticos suelos nuevos ventanas nuevas a/a. Telf. 608986281.,más de 5 meses sin actualizar,1,1,1,0,0,segunda mano/buen estado,,inmueble exento,planta 3ª exterior,,0,,,81220371,Piso,,0,Hellín,"Calle Libertad, 3"," Calle Libertad, 3 , Hellín , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",60,,2019-04-12,"norte, sur",20000,0,2,0,0,0,
"Vivienda con más de 200 metros cuadrados, totalmente equipada, mobiliario de alta calidad, servicios de agua y luz dados de alta.,Dispone de 4 habitaciones con armarios, camas equipadas, etc. ,Amplia cocina, con dos espacios, electrodomésticos, pila de lavar, chimenea, despensa, etc.,El piso es amplio, luminoso, ventanas al exterior en todas las dependencias; vistas al reloj, plaza y Encarnación.,Ideal para entrar a vivir sin hacer el mínimo gasto, para personas con hijos, mediana edad, jóvenes, etc. La dirección exacta es c/ Mayor nº 13.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,no indicado,entreplanta exterior,plaza de garaje incluida en el precio,0,,,31058578,Piso,,0,Tobarra,"Calle mayor, 11"," Calle mayor, 11 , Tobarra , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",230,,2019-04-12,norte,65000,0,4,1,0,1,
"Casa en la Aldea de los charcos – Tobarra (AB) formada por:, ,- Superficie de suelo ocupada: 300 m2,- Casa planta baja: 145 m2,- Cámaras en 1ª planta: 125 m2,- Palomar en 2ª planta: 80 m2,- Patio delantero: 130 m2.,- Patio trasero: 25 m2, ,Otras características.,- Se incluye la propiedad de la 5ª parte de una zona de 500 m2 denominada el parador, que es donde antiguamente esperaban las mulas antes de ir a labrar.,- Con ventanas al exterior en todas las habitaciones.,- Con todas las comodidades para poder disfrutarla ya.,- Con 2 puertas de acceso situadas una en el norte y otra en el sur.,- Casa de aldea con todas sus particularidades, zona rural sin otros núcleos de población cercanos que da una sensación de paz y tranquilidad que difícilmente se puede encontrar en otro sitio.",más de 5 meses sin actualizar,0,0,1,0,1,segunda mano/buen estado,,no indicado,3 plantas,,0,,,37532476, Casa rural,,,Tobarra,"Calle Diseminados, 330 C"," Calle Diseminados, 330 C , Tobarra , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",300,,2019-04-12,,39000,0,5,1,0,1,
"Se vende piso de 103 m2. Consta de recibidor, salón comedor, 3 dormitorios, uno de ellos suite con baño completo, terraza con vistas a la Calle El Sol, 2 baños, lavadero, trastero y garaje. La cocina esta amueblada y se incluyen también los electrodomésticos (vitrocerámica, lavavajillas, frigorífico, horno, lavadora y microondas). Calefacción central y aire acondicionado en el salón y dormitorio principal. Armarios empotrados muy grandes. Muy buenas calidades en la construcción. Cubre radiadores de madera. Todas las habitaciones amplias, soleadas y muy luminosas. Muy buen estado de conservación. Edificio con ascensor. 3ª planta.,El piso se vende sin muebles.",más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,81723293,Piso,,1,Hellín,"Calle Sol, 12"," Calle Sol, 12 , Hellín , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",103,102,2019-04-12,sur,110000,0,3,1,0,1,
"Se vende casa de tres habitaciones, comedor, 2 cocinas(una de ellas con chimenea), un cuarto de baño, lavadero, amplia despensa y patio de unos 30 metros cuadrados. Zona tranquila pero muy próxima al centro del pueblo, cerca de todos los servicios, colegios y comercios. La casa es a piso llano, sin escalones.,Reformada recientemente, con tejado nuevo, suelo de terrazo también nuevo y puertas de pino.,Se vende por 60.000 euros no negociables. Solo contesto por teléfono, no atiendo washaps.",más de 5 meses sin actualizar,0,0,1,0,0,segunda mano/buen estado,,en trámite,1 planta,,0,,,33036003, Casa o chalet independiente,,,Tobarra,"Carretera tobarra, 2"," Carretera tobarra, 2 , Tobarra , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",150,,2019-04-12,,60000,0,3,0,0,0,
"Vendemos duplex de 155 m2 (construidos), repartido en 2 alturas. 1º planta tiene 1 salón comedor 22 m2, cocina 16 m2, baño 5 m2, patio 16 m2, 2º planta tiene 3 habitaciones de 12 m2 las 3, baño 5 m2 y una terraza 6 m2, (con armarios empotrados todas las habitaciones)plaza de garaje de 45 m2 para 3 vehículos,,calefacción y preistalacion de aire acondicionado, visitarlo sin compromiso, es mejor verlo en persona. estamos dispuestos a negociar el precio. no dude en contactar con nosotros tiene alguna duda.,muchas gracias.",más de 5 meses sin actualizar,0,1,2,1,0,segunda mano/buen estado,,no indicado,3 plantas,plaza de garaje incluida en el precio,0,,,39774974, Chalet adosado,,,Tobarra,"Calle Casica de la Huerta, 203"," Calle Casica de la Huerta, 203 , Tobarra , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",60,135,2019-04-12,oeste,95000,0,3,1,0,1,
"Magnifico piso en el Corazón de Hellín. Situado junto al jardín del Tamborilero, muy céntrico a la vez que tranquilo.,Se trata de una construcción de excelentes calidades, tanto en las zonas comunes, como la de los Materiales interiores ( carpintería metálica, aislamiento, puertas... etc). Esta totalmente Nuevo y Amueblado con todo lujo de detalles: Calefacción, Aire Acondicionado centralizado con climatización Airzone en todas las estancias, Tarima, Puertas lacadas en blanco, Armarios empotrados de alta calidad, Baños totalmente amueblados con muebles de diseño, mamparas, Cocina de diseño, lavadero acristalado.. . etc.",más de 5 meses sin actualizar,1,1,2,1,0,segunda mano/buen estado,,,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,81651400,Piso,,1,Hellín,"Calle Falcón, 1"," Calle Falcón, 1 , Hellín , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",125,110,2019-04-12,,175000,0,3,1,0,0,
"OPORTUNIDAD ÚNICA, URGE VENDER !,Increíbles casas rurales en El MULLIDAR (LIETOR, ALBACETE).,Dos casas rurales situadas en plena Sierra del Segura, rodeadas de monte de pino alto ideales para amantes de la naturaleza en un entorno idílico.,Situadas a 47 Km de Albacete y a 100 km de Murcia y cercanas a pueblos como Lietor (17 Km), Pozohondo (14 km), Alcadozo (10 Km) o Pantano del Talave (18 Km).,Las casas con un precio de compra previo de 130.000 y 120.000 euros, se han rebajado casi a la mitad por necesidad de venta. Visitar las casas (menos de 10 años de construcción y a estrenar) y su entorno y no os arrepentiréis! ,Adjunto imágenes de ambas casas y plano de obra: ,AÑO DE CONSTRUCCIÓN: 2008.,Casa nº 1 ,Completamente amueblada. Armarios empotrados forrados.,RADIADORES ELÉCTRICOS Y SALÓN CON AIRE ACONDICIONADO. ,Amplio salón con chimenea y acabado rústico.,Cocina totalmente equipada,Cinco habitaciones (incluye camas).,Dos cuartos de baño totalmente equipados.,Patio amplio con Barbacoa.,Zona ajardinada en la puerta, viviendas con mucha luz.,Superficie vivienda: 230 M2 + 50 m2 terraza.,Precio: 70 000 €,Casa nº 2 ,Completamente amueblada,Salón con increíble chimenea, amplio con acabado rústico.,Cocina totalmente equipada,Seis habitaciones,Dos cuartos de baño totalmente equipados,Superficie vivienda: 245 M2 ,Precio: 65.000 €,Teléfono: 615217706 / 649882404 /615206410.",más de 5 meses sin actualizar,1,1,2,1,1,segunda mano/buen estado,2008,en trámite,2 plantas,,1,,,40041349, Casa rural,,,Liétor,Calle Norte s/n," Calle Norte s/n , Liétor , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",320,250,2019-04-12,,65000,0,6,1,0,1,
"Muy céntrico. Muy luminoso. TODAS las habitaciones dan al exterior, tres dan a un balcón (dos acristalados). La cocina da a la galería que también está acristalada, con tendedero al exterior, ya que da a un patio de luces y una calle de garajes. Puerta de entrada con cierres y elementos de seguridad.,El piso está en buen estado, aunque es del año 1991. Lo vendo por necesidad de adquirir otro en otra localidad, por lo que el precio puede ser negociable (según formas de pago) e incluso podría admitir algún acuerdo de permuta.,Dispone de trastero, en cuarta planta. Desde el mismo ascensor se accede a la plaza de garaje.,Sólo atiendo a particulares realmente interesados.",más de 5 meses sin actualizar,0,1,2,1,0,segunda mano/buen estado,1991,no indicado,planta 3ª exterior,plaza de garaje incluida en el precio,0,,,81180795,Piso,,1,Hellín,"Calle Balmes, 2"," Calle Balmes, 2 , Hellín , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",110,90,2019-04-12,este,105000,0,4,1,0,1,
"Se vende casa (vivienda, patio y cocheras) en zona muy céntrica del pueblo de Ontur (Albacete). Tiene 122 m de vivienda y 52 m de corral, leñero, trasteros y cochera, distribuidos en dos plantas: * La Planta baja consta de Entrada, salita, salón comedor, dormitorio, cocina con chimenea y baño ( todo ello reformado) y patio con salida exterior a la calle trasera.,* La Planta superior consta de 4 amplios dormitorios y dos terrazas, así como un amplio trastero. Está totalmente amueblada y en perfectas condiciones para entrar a vivir,Y en la parte posterior de la casa hay posibilidad de reformar para ampliar cochera o lo que se desee.",más de 5 meses sin actualizar,0,1,1,0,1,segunda mano/buen estado,,no indicado,2 plantas,plaza de garaje incluida en el precio,0,,,81882736, Casa de pueblo,,,Ontur,"Calle del Aire, 18"," Calle del Aire, 18 , Ontur , Campo de Hellín, Albacete ",,,"Campo de Hellín, Albacete",127,122,2019-04-12,,68900,0,5,1,0,0,
