link,num_link,obtention_date,province
http://idealista.com/venta-viviendas/pilar-de-la-horadada-alicante/,1621,2019-03-28,alicante
http://idealista.com/venta-viviendas/alicante/baix-segura/area-de-beniferri-callosa/,387,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-ciudad/,459,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/zeniamar-horizonte-la-campana/,186,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/villamartin-las-filipinas/,968,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/punta-prima/,102,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/playa-flamenca/,384,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/los-balcones-y-los-altos/,77,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/los-almendros-la-florida/,538,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/lomas-de-campoamor-las-ramblas/,265,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/lomas-de-cabo-roig-los-dolses/,430,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/la-zenia/,208,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/la-regia/,193,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/campoamor/,610,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/cabo-roig/,259,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/orihuela-costa/aguamarina/,158,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/montepinar-la-aparecida-raiguero/,88,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/molins-campaneta-san-bartolome/,86,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/la-murada-los-vicentes/,55,2019-03-28,alicante
http://idealista.com/venta-viviendas/orihuela/desamparados-hurchillo-torremendo/,156,2019-03-28,alicante
http://idealista.com/venta-viviendas/alicante/baix-segura/area-de-albaterra-san-isidro/,270,2019-03-28,alicante
http://idealista.com/venta-viviendas/almoradi-alicante/,525,2019-03-28,alicante
http://idealista.com/venta-viviendas/alicante/baix-segura/algorfa-los-montesinos/,425,2019-03-28,alicante
http://idealista.com/venta-viviendas/gran-alacant-alicante/,1081,2019-03-28,alicante
http://idealista.com/venta-viviendas/el-altet-balsares-alicante/,226,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/valverde/,105,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/torrellano/,102,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/pena-de-las-aguilas/,89,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/maitino-perleta/,116,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/las-bayas-asprillas/,71,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/la-marina/,139,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/la-hoya-daimes-el-derramador/,82,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/la-galia-bonavista/,87,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/jubalcoi-saladas/,50,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/alzabares/,30,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/travalon/,149,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/toscar/,112,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/sector-v-el-canal/,166,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/sant-anton-ciudad-jardin/,102,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/san-crispin/,80,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/reina-victoria-miguel-hernandez/,186,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/raval-de-santa-teresa-el-asilo/,128,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/portes-encarnades-torreta-portalada/,60,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/pont-nou-corazon-de-jesus/,370,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/plaza-crevillente-juzgados/,177,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/los-magros-casablanca/,127,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/centro/,313,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/cementerio-el-aljub/,10,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/carrus-oeste/,159,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/carrus-este/,240,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/elche-ciudad/altabix/,162,2019-03-28,alicante
http://idealista.com/venta-viviendas/elche-elx/algoda-matola-llano-de-san-jose/,116,2019-03-28,alicante
http://idealista.com/venta-viviendas/crevillente-alicante/,329,2019-03-28,alicante
http://idealista.com/venta-viviendas/arenales-del-sol-alicante/,491,2019-03-28,alicante
http://idealista.com/venta-viviendas/almeria/filabres/,266,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/valle-de-almanzora/,1304,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/parque-natural-cabo-de-gata-nijar/,820,2019-03-28,almeria
http://idealista.com/venta-viviendas/la-mojonera-almeria/,44,2019-03-28,almeria
http://idealista.com/venta-viviendas/roquetas-de-mar/roquetas/,1595,2019-03-28,almeria
http://idealista.com/venta-viviendas/roquetas-de-mar/el-parador/el-parador/,220,2019-03-28,almeria
http://idealista.com/venta-viviendas/roquetas-de-mar/aguadulce/,1088,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/poniente/felix-enix/,72,2019-03-28,almeria
http://idealista.com/venta-viviendas/dalias-almeria/,73,2019-03-28,almeria
http://idealista.com/venta-viviendas/almeria/poniente/berja-balanegra/,234,2019-03-28,almeria
http://idealista.com/venta-viviendas/vicar-almeria/,674,2019-03-28,almeria
http://idealista.com/venta-viviendas/adra-almeria/,288,2019-03-28,almeria
http://idealista.com/venta-viviendas/el-ejido/santa-maria-del-aguila/,262,2019-03-28,almeria
