ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,house_type2,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Maravillosa vivienda en un edificio muy emblemático situado en el corazón de Neguri, la casa con dos puertas de acceso y una magnifica distribución cuenta con espacios muy amplios que unido a sus grandes ventanales le proporcionan muchísima luz, dispone de una preciosa terraza orientada al sur y se distribuye de la siguiente manera:,Amplio recibidor.,Gran salón con dos ambientes y acceso a una preciosa terraza.,Comedor independiente.,Dormitorio principal con cuarto de baño y acceso a la terraza.,3 dormitorios con 1 cuarto de baño.,Amplísima cocina de 40 m2, con comedor de diario.,Dormitorio y baño de servicio.,Plaza de garaje doble y 2 trasteros.",Anuncio actualizado el 14 de enero,0,0,3,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,82553747,Piso,,,1,Getxo,Distrito Neguri," , Distrito Neguri , Getxo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",240,,2019-03-25,sur,925000,0,4,1,0,1,
"EXCLUSIVA:,En el centro de Las Arenas, con todos los servicios básicos en la puerta de casa así como de los transportes públicos tenemos esta preciosa y luminosa vivienda muy próxima a la playa de Las Arenas totalmente exterior con mucha luz y una excelente distribución:,Recibidor.,Salón - comedor con acceso a una bonita terraza.,Dormitorio principal con cuarto de baño y acceso a la terraza.,2 dormitorios con baño compartido.,Amplia cocina muy luminosa con gran capacidad de armarios y comedor de diario.,Garaje y trastero.",Anuncio actualizado el 17 de enero,0,0,2,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,plaza de garaje incluida en el precio,0,,,82564429,Piso,,,1,Getxo,Distrito Las Arenas," , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,,"Gran Bilbao, Vizcaya",118,,2019-03-25,,590000,0,3,1,0,1,
"Espectacular casa bifamiliar en zona privilegiada de muskiz. Gran chalet en excelente estado tanto interior cómo exterior listo para entrar a vivir. Actualmente está divido en dos cómodas viviendas con entrada independiente para cada una. Total de 502,72 m2 divididos en dos viviviendas que cuentan con todo lo necesario para disfrutar de la comodidad que ofrece esta privilegiada zona de muskiz muy bien comunicada: gran garaje, jardín discreto y privado, barbacoa, vistas, solarium... Todo en perfecto estado.. . Infórmate aquí!",Anuncio actualizado el 23 de marzo,0,0,6,0,0,,,no indicado,,plaza de garaje incluida en el precio,0,,,82576594, Casa o chalet,casa o chalet,,,Muskiz,," , Muskiz , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",502,,2019-03-25,,570000,0,6,0,0,0,
"EXCLUSIVA:,En la urbanización SAN JOSEREN (Las Arenas) disponemos de esta maravillosa vivienda rodeada de jardines y con una esplendida terraza de 40 m2. totalmente exterior y dotada de grandes ventanales que unido a su espaciosa distribución le aportan una gran luminosidad haciendo de esta casa una vivienda muy confortable con una ubicación privilegiada en cuanto a servicios y ocio, distribuyéndose de la siguiente manera:,Recibidor.,Amplio salón - comedor con chimenea y acceso a una preciosa terraza con vistas a los jardines.,Aseo de visitas.,Dormitorio principal con cuarto de baño.,3 dormitorios con baño compartido.,Cocina con tendedero totalmente actualizada.,Garaje y trastero.",Anuncio actualizado el 3 de febrero,0,0,3,1,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,82620333,Piso,,,1,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,,"Gran Bilbao, Vizcaya",140,,2019-03-25,,690000,0,4,1,0,1,
"Bonita vivienda situada en Zorroza, la parte alta, zona muy tranquila y ajardinada, cerca de centro de estudios, paradas de autobús, a nada de la A8.. . A un paso de todo pero con la tranquilidad de una zona residencial.,Vivienda amplia, de unos 80 m2 útiles, divididos en 3 dormitorios, salón comedor de unos 20 m2, una bonita cocina, baño y despensa.,Suelos de tarima y gres, ventanas de PVC ocilobatientes y con doble acristalamiento, ahora mismo dispone de calefacción eléctrica, pero la instalación de gas esta hecha hasta la ventana.,Edificio de hormigón con ascensor!,Muy buena zona para aparcar, no hay OTA y si lo prefieres tienes la opción de alquilar parcela de garaje.,No lo puedes dejar pasar, precio un poquito negociable, está para llevar sólo las maletas, ven a verlo!,Más de 15 años ayudando a construir sueños, visita nuestra web! [IW].",Anuncio actualizado el 21 de marzo,0,0,1,0,0,segunda mano/buen estado,1977,en trámite,planta 1ª exterior,,1,,,82632876,Piso,,,1,Bilbao,Distrito Basurto - Zorroza," , Barrio Zorrotza-Olabeaga , Distrito Basurto - Zorroza , Bilbao , Gran Bilbao, Vizcaya ",Barrio Zorrotza-Olabeaga,,"Gran Bilbao, Vizcaya",90,80,2019-03-25,,160000,0,3,0,0,1,
"ATENCIÓN EXCLUSIVA!,oportunidad!,Se vende bonito piso en Sestao de 2 habitaciones, antes 3, cocina, cuarto de baño y salón-comedor. ,Ventanas de PVC con rotura de puente térmico climalit. Es una tercera planta. con trastero en el bajo-cubierta. Se vende totalmente amueblado,Tiene un balcón. Calefacción eléctrica. Totalmente reformado a capricho.,Con vistas despejadas. Muy luminoso.",Anuncio actualizado el 8 de marzo,0,0,1,0,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,,0,,,82786800,Piso,,,0,Sestao,Distrito Centro - Albiz - Markonzaga," Juan de la Cierva , Distrito Centro - Albiz - Markonzaga , Sestao , Gran Bilbao, Vizcaya ",Juan de la Cierva,,"Gran Bilbao, Vizcaya",72,,2019-03-25,,164000,0,2,0,0,0,
"OCASIÓN! Vivienda en la zona de Gpo. EL Carmen, zona tranquila y ajardinada a un paso del céntro de Sestao, muy cerca del Ayuntamiento. Distribuída en cocina con balcón, sala, TRES habitaciones, y baño con ducha. La vivienda se encuentra reformada totalmente, suelo de madera, focos halógenos en toda la casa, ventanas climalit, calefacción. Totamente exterior, ven a verla, es lo que buscabas!",Anuncio actualizado el 14 de noviembre,0,1,1,0,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,,0,,,82819111,Piso,,,0,Sestao,Distrito La Paz - El Carmen - Anunciación," Nuestra Señora del Carmen Etxetaldea , Urb. Plaza Conde Balmaseda, 6, Inmobiliaria San Pedro , Distrito La Paz - El Carmen - Anunciación , Sestao , Gran Bilbao, Vizcaya ","Urb. Plaza Conde Balmaseda, 6, Inmobiliaria San Pedro",Nuestra Señora del Carmen Etxetaldea,"Gran Bilbao, Vizcaya",70,,2019-03-25,,129000,0,3,0,0,0,
"EXCLUSIVA:,Maravillosa vivienda en NEGURI situada en un edificio de reciente construcción con dos puertas de acceso y una extraordinaria distribución con espacios muy amplios y grandes ventanales que le aportan una gran luminosidad con vistas totalmente despejadas, la casa con accesos adaptados se distribuye de la siguiente manera:,Recibidor.,Amplio salón - comedor con chimenea y acceso a una bonita terraza cerrada.,Aseo de visitas.,Dormitorio principal con un gran vestidor y cuarto de baño.,Un amplísimo dormitorio con la posibilidad de distribuirlo en dos con 1 cuarto de baño.,Amplia cocina exterior totalmente equipada y tendedero.,Garaje y trastero.",Anuncio actualizado el 29 de enero,0,0,3,1,0,segunda mano/buen estado,,en trámite,planta 1ª exterior,plaza de garaje incluida en el precio,0,,,82878630,Piso,,,1,Getxo,Distrito Neguri," , Distrito Neguri , Getxo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",142,,2019-03-25,sur,595000,1,3,1,0,1,
"EXCLUSIVA:,Preciosa y caprichosa vivienda en una casa de dos alturas, una vivienda por planta, en una de las zonas residenciales más tranquilas de Neguri, la vivienda se caracteriza por disponer de espacios muy amplios y muy bien distribuidos con grandes ventanales que le proporcionan una gran luminosidad a todas sus estancias encontrándose en perfecto estado de conservación habiendo sido reformada recientemente en baños y cocina, consta de la siguiente distribución:,Recibidor.,Amplio salón - comedor con chimenea.,Aseo de visitas.,Dormitorio principal en suite con despacho, vestidor y cuarto de baño.,2 dormitorios, uno de ellos doble, con cuarto de baño compartido.,Cocina con comedor de diario.,Dormitorio y baño de servicio con tendedero cerrado.,2 plazas de garaje.",Anuncio actualizado el 28 de octubre,0,0,4,1,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual,82894326,Piso,,,0,Getxo,Distrito Neguri," , Distrito Neguri , Getxo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",265,,2019-03-25,,1300000,0,4,0,0,0,
"Bonito piso de unos 63 m2 útiles, Portugalete, a 5 minutos andando del metro, del parque, a 10 del Hospital. Muy bien comunicado.,La vivienda se encuentra muy bien situada, toda exterior.,Bonita distribución en hall, sala, cocina equipada, 3 dormitorios y un baño.,Vivienda semi reformada, puedes dejarla como quieras! es una buena inversión., ,Edificio de hormigón, suelos de tarima y terrazo, ventanas de PVC. Instalación de gas hasta la ventana.,El inmueble se entrega semi amueblado y con un trastero incluido en el precio.,No dudes en consultarnos!,Más de 15 años ayudando a construir sueños, visita nuestra web! [IW].",Anuncio actualizado el 21 de marzo,0,0,1,0,0,,1970,en trámite,planta 3ª exterior,,1,,,83038804,Piso,,,0,Portugalete,Distrito Buenavista," , Distrito Buenavista , Portugalete , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",70,63,2019-03-25,,137000,0,3,1,0,1,
"Se vende piso a un paso del centro de Zalla,Zona muy tranquila, rodeada de naturaleza, ,Consta de 3 habitaciones, cocina muy amplia, salón y un baño.,La vivienda dispone de calefacción de gas, ventanas de PVC, suelos de tarima y gres.,Edificio de hormigón sin ascensor pero es un primer piso.,Es amplio y luminoso, necesita una pequeña reforma pero lo puedes dejar a capricho, es u piso totalmente exterior con orientación sureste.,Cercano a transporte publico, comercios, colegios, ambulatorios, .,Inmueble procedente de entidad bancaria, consulta posibilidad de descuentos y ven a verlo!,Más de 15 años ayudando a construir sueños, visita nuestra web! [IW].",Anuncio actualizado el 21 de marzo,0,0,1,0,0,,1966,,planta 1ª exterior,,1,,,83119767,Piso,,,0,Zalla,," , Zalla , Encartaciones, Vizcaya ",,,"Encartaciones, Vizcaya",90,80,2019-03-25,,191800,0,3,0,0,1,
"En la zona residencial de Ondategui (LAS ARENAS), muy cerca de la parada del metro de Gobelas, disponemos de esta maravillosa vivienda con estancias muy amplias y una preciosa terraza con orientación Sur de la que se puede disfrutar prácticamente todo el año, la distribución de esta bonita casa es la siguiente:,Amplio recibidor.,Salón con chimenea y acceso a una preciosa terraza.,Comedor y biblioteca.,Dormitorio principal con vestidor y cuarto de baño.,3 dormitorios con 2 cuartos de baño.,Cocina con comedor de diario.,Dormitorio y baño de servicio, totalmente reformado.,Garaje individual para 2 coches y trastero.",Anuncio actualizado el 18 de febrero,0,0,4,1,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,plaza de garaje incluida en el precio,0,,,83189917,Piso,,,1,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,,"Gran Bilbao, Vizcaya",240,,2019-03-25,sur,750000,0,5,1,0,1,
"Precioso piso apto para entrar a vivir, cocina espaciosa y  totalmente equipada, salón amplio y luminoso, las  5 habitaciones de las que dispone son amplias, 2 baños completos, terraza y armarios empotrados.    160 metros construidos aproximadamente. La  calefacción de gas individual, las ventanas de P. V. C. El piso dispone de ascensor, De comunidad se paga 100 euros mensuales.   Dicha vivienda se sitúa a pocos pasos del metro de Las Arenas, de paradas de autobús, paseos, playas y zonas comerciales.  .",Anuncio actualizado el 1 de marzo,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 2ª exterior,,0,,,83210772,Piso,,,1,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,,"Gran Bilbao, Vizcaya",160,150,2019-03-25,,460000,0,5,0,0,1,
"Vivienda con muchas posibilidades para reformar en la zona de Autonomia, Alameda Rekalde. 100 metros útiles distribuidos en hall, salón-comedor con acceso a balcón, 3 dormitorios más un cuarto de servicio con aseo y 1 baño completo. Camarote. Calefacción central. Exterior muy luminoso con vistas. Ascensor.",Anuncio actualizado el 13 de marzo,0,1,2,0,0,segunda mano/para reformar,,en trámite,planta 6ª exterior,,0,,calefacción central,83245959,Piso,,,1,Bilbao,Distrito Rekalde," Alameda de Recalde, Bilbao , Barrio Ametzola , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Ametzola,"Alameda de Recalde, Bilbao","Gran Bilbao, Vizcaya",118,103,2019-03-25,,380000,0,4,0,0,0,
"Espectacular CHALET adosado en la mejor zona residencial de Sta. Mª. de Getxo con unas impesionantes vistas al Abra, la vivienda con una magnifica distribución y una terminación de lujo tiene unos inmejorables acabados lo que hacen de esta casa una vivienda inmejorable y muy confortable:,Planta baja:,Recibidor.,Espectacular Salón - comedor con chimenea y acceso a un porche-jardín.,Aseo de visitas.,Cocina con un fantástico diseño y acceso a una terraza con sol de mañana, ideal para desayunos y almuerzos.,1ª Planta:,Dormitorio principal tipo suite con vestidor y cuarto de baño.,2 dormitorios con cuarto de baño compartido.,Ático:,Amplio espacio de 30 m2. ideal para despachpo o múltiples usos.,Semisótano:,Txoko, totalmente rquipado con cocina y cuarto de baño. Despensa y lavadero.,Geraje individual para 2 coches.",Anuncio actualizado el 1 de marzo,0,0,4,1,0,segunda mano/buen estado,,en trámite,3 plantas,plaza de garaje incluida en el precio,1,,calefacción individual: gas natural,83249118, Chalet adosado,chalet adosado,,,Getxo,Distrito Sta. María de Getxo," , Distrito Sta. María de Getxo , Getxo , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",268,,2019-03-25,,850000,0,4,1,0,1,
"Adosado en Berango de 275 metros cuadrados con parcela de jardín por ambos lados de la vivienda.,La vivienda se distribuye en un amplio salón comedor, con salida al jardín, dispone de tres habitaciones en su segunda planta, dos baños y un vestidor, la cocina muy amplia esta totalmente equipada. En la ultima planta, en la buhardilla, hay una cuarta habitación. La vivienda dispone de un txoko equipado, en su sótano y un garaje. Esta situada en una zona muy tranquila de Berango y a poca distancia del metro.",Anuncio actualizado el 8 de marzo,1,0,3,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,1,,,83311967, Casa o chalet,casa o chalet,,,Berango,," , Berango , Uribe-Butroe, Vizcaya ",,,"Uribe-Butroe, Vizcaya",280,275,2019-03-25,este,650000,0,3,1,0,1,
"Preciosa casa individual de 170 m2 const. con terreno de unos 3.000 m2, con una distribución muy bonita y cómoda:, Planta principal, 3 habitaciones, principal con vestidor y baño incorporado, otro baño reformado, cocina equipada, estancia de lavandería, comedor y amplio salón de unos 30 m2 con doble salida a porche muy acogedor con cerramiento acristalado., Planta bajocubierta, amplia zona de estar muy acogedora, habitación y baño reformado., Anexo de garaje cerrado para aparcamiento de 2 coches., Caseta cerrada de unos 20 m2 para almacenamiento de herramienta con posibilidad de txoko.,Si quieres vivir en un entorno privilegiado en plena naturaleza, es lo que estas buscando, no pierdas la ocasión de verlo, te va a encantar!",Anuncio actualizado el 8 de marzo,0,0,3,1,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,1,,,83566798, Casa o chalet independiente,casa o chalet independiente,,,Galdakao,," , Galdakao , Gran Bilbao, Vizcaya ",,,"Gran Bilbao, Vizcaya",170,,2019-03-25,,465000,0,4,1,0,1,
"EXCLUSIVA: espectacular DUPLEX de 361 m2. , ubicado en una de las zonas más tranquilas y residenciales de Las Arenas, muy cerca del núcleo urbano, de los paseos de Zugatzarte y del Muelle. Dispone de dos amplias plantas comunicadas por una cómoda escalera y con entrada independiente en cada planta, otorgando una gran independencia a cada espacio.,Esta vivienda ofrece múltiples posibilidades, cuenta con una amplia terraza con vistas muy despejadas y se caracteriza por sus espacios muy amplios y su gran luminosidad, estando muy bien equipada de armarios y en un perfecto estado de conservación, distribiyendose de la siguinete manera:,1ª Planta de 255 m2,Recibidor.,Amplio salón con chimenea y acceso a una terraza con unas vistas muy despejadas.,Comedor independiente.,Aseo de visitas.,Dormitorio principal muy amplio con vestidor, cuarto de baño y acceso a la terraza.,3 dormitorios con 2 cuartos de baño.,Cocina con oficio independiente y tendedero.,2ª Planta de 106 m2. :,Muy independiente y con acceso por una amplia y comoda escalera desde el pasillo de la planta inferior, consta de:,Recibidor.,Amplio salón - comedor.,Dormitorio con cuarto de baño incorporado.,2 dormitorios con baño compartido.,Cocina y trasteros.,2 amplias plazas de garaje.",Anuncio actualizado el 20 de enero,0,0,6,1,0,segunda mano/buen estado,,en trámite,planta 4ª exterior,plaza de garaje incluida en el precio,0,,calefacción central,83764062,Dúplex,,,1,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,,"Gran Bilbao, Vizcaya",361,,2019-03-25,,1350000,0,7,1,0,1,
"Preciosa vivienda en el centro de Las Arenas, junto a la Iglesia de las Mercedes y la playa., , Consta de salón-comedor, cocina, 5 habitaciones y tres cuartos de baño, dos de ellos incorporados en habitación, principal y secundaria., , También dispone en la vivienda de una despensa., , La carpintería exterior es de madera, el suelo de tarima y la calefacción central de gasóleo., , El portal consta de rampa y accesorio para minusválidos. Dos ascensores, uno con bajada directa a garajes y otro de acceso directo a viviendas., , Se incluye una parcela de garaje y un camarote, ,Si desea ver alguna vivienda de las mismas características, nos puede visitar en.",Anuncio actualizado el 1 de marzo,0,0,3,0,0,segunda mano/buen estado,,en trámite,planta 2ª,plaza de garaje incluida en el precio,0,,,83766011,Piso,,,1,Getxo,Distrito Las Arenas," , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,,"Gran Bilbao, Vizcaya",165,144,2019-03-25,,570000,0,5,1,0,1,
