ad_description,ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,condition,construct_date,energetic_certif,floor,garage,garden,ground_size,heating,house_id,house_type,kitchen,lift,loc_city,loc_district,loc_full,loc_neigh,loc_street,loc_zone,m2_real,m2_useful,obtention_date,orientation,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,unfurnished
"Precioso chalet individual, de construcción seminueva, de 240 m2 útiles ubicado en una parcela de 900 m2. La casa dispone de dos plantas.,En planta baja nos encontramos con un despacho de 38 m2, que bien podría ser un dormitorio principal, salón, cocina-comedor y baño. Además, dispone de un garaje, adosado a la vivienda con capacidad para dos coches e incluso motos.,En la planta primera tenemos tres dormitorios, uno de ellos con vestidor y baño en suite, otro baño, en el distribuidor y dos terrazas.,La parcela está totalmente consolidada con un buen espacio pavimentado y un césped perfectamente preparado. Ideal para el que quiera realizarse una piscina.",Anuncio actualizado el 11 de diciembre,0,0,3,1,0,segunda mano/buen estado,2003,en trámite,2 plantas,plaza de garaje incluida en el precio,1,,calefacción individual: gas natural,83452607, Casa o chalet independiente,,,Arrazua-Ubarrundia,"Francisco Santos de Ayala Kalea, Durana"," Francisco Santos de Ayala Kalea, Durana , Arrazua-Ubarrundia , Zuya, Álava ",,,"Zuya, Álava",900,240,2019-03-29,"norte, sur, este, oeste",560000,1,5,1,0,1,
"Bonito chalet pareado por el garaje, situado a 12 km de Vitoria, en 2 plantas, jardín de 300 m2 con riego automático, garaje, porche de madera 60 m2, planta baja, salón-comedor, cocina, aseo, 1 dormitorio, planta 1ª: dormitorio con vestidor y baño, balcón, 2 dormitorios, 1 baño, . La vivienda tiene doble aislamiento y calefacción con suelo radiante, portero automatico, 7 años de antigüedad. Muebles a medida, se queda amueblada. Zona muy tranquila, Localidad con todos los servicios, ayuntamiento, piscinas, fronton...",Anuncio actualizado el 28 de marzo,0,0,3,1,0,segunda mano/buen estado,,en trámite,2 plantas,plaza de garaje incluida en el precio,1,,,33694270, Chalet pareado,,,Zigoitia,," , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",150,145,2019-03-29,"norte, sur, oeste",295000,0,4,1,0,0,
"Antiguo caserío rehabilitado ubicado en el parque natural del Gorbeia. Planta baja amplía y diáfana con recibidor, salón, comedor y cocina; Despensa y baño aparte. Segundo piso con baño y tres habitaciones, dos de ellas triples. Un tercer piso abuardillado con una zona de estudio y otra de dormitorio, trastero y terraza grande con vistas.,Casa con encanto, merece la pena verla en persona.,Acceso a todos los servicios (centro comercial, farmacia, cines, restaurantes) en un radio de 5 km. Muy bien ubicado: a 15km de Vitoria-Gasteiz, a media hora de Bilbao, a una hora de San Sebastian y a 40 minutos de la Rioja.",Anuncio actualizado el 29 de marzo,0,0,2,0,1,segunda mano/buen estado,,no indicado,3 plantas,plaza de garaje incluida en el precio,1,,,25680635, Finca rústica,,,Zigoitia,"Calle Dominizubi Kalea, 9"," Calle Dominizubi Kalea, 9 , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",2200,,2019-03-29,"sur, este",345000,0,4,1,0,1,
Casa de pueblo de 521m2 en parcela de 5000m2. Distribuida en 3 plantas. Magníficas vistas. Jardín muy agradabel con piscina.,Anuncio actualizado el 8 de mayo,0,0,3,0,0,segunda mano/buen estado,,en trámite,3 plantas,,0,,,40129100, Caserón,,,Arrazua-Ubarrundia,ullibarri-Gamboa s/n," ullibarri-Gamboa s/n , Arrazua-Ubarrundia , Zuya, Álava ",,,"Zuya, Álava",5000,,2019-03-29,,590000,0,9,0,1,0,
"Casa individual de 212 m2 distribuido en 3 plantas. En planta baja se encuentra el salón, comedor con chimenea, cocina, dos habitaciones y un baño. La planta primera esta distribuida en 1 dormitorio con balcón. En la planta segunda se encuentra el desván, 5 dormitorios y un baño. Parcela de 60 m2 con jardín consolidado. La vivienda esta en una zona tranquila próxima al pantano.",Anuncio actualizado el 17 de enero,0,1,2,0,0,segunda mano/buen estado,1900,en trámite,,,1,,calefacción individual: eléctrica,38333293, Casa o chalet independiente,,,Arrazua-Ubarrundia,Calle itsasostea," Calle itsasostea , Arrazua-Ubarrundia , Zuya, Álava ",,,"Zuya, Álava",212,,2019-03-29,,250000,0,8,0,0,0,
"Inmueble ideal para los amantes de los deportes náuticos y la naturaleza -por su ubicación en un entorno como el del pantano de Urrunaga así como la tranquilidad que otorga. A su vez, la cercanía a Legutiano le provee de los servicios necesarios.,La propiedad cuenta con un terreno de 1.611 m2, una superficie de vivienda de 250,50 m2 y una superficie de garaje abierto de 35,83 m2. Está construida con muy buenos materiales y estupendos acabados. Son reseñables las inmensas vidrieras que envuelven gran parte de la vivienda, unificando exterior con interior y obteniendo así una sensación de permanente contacto con la naturaleza.,La casa está distribuida en tres alturas. En la planta baja encontramos un sensacional salón-comedor a doble altura, con acceso directo al porche, en el que destaca una hermosa chimenea. Desde el salón tenemos acceso a un sótano con trastero. Junto a aquél tenemos una cocina impecable, en la que se encuentra un cómodo desayunador. Esta misma planta dispone de tres dormitorios secundarios y dos baños completos.,El primer piso es una planta abierta hacia el salón-comedor que cuenta con un despacho, y junto a ésta, un espectacular dormitorio en suite con increíbles vistas, baño completo y vestidor. Tanto desde el despacho como desde el dormitorio, se accede a una enorme terraza.,La parcela cuenta con acceso directo al pantano, lo que permite practicar cualquier tipo de deporte acuático como piragüismo, natación.. .,Es asimismo destacable el jacuzzi del jardín o la parrilla con las que cuenta esta propiedad que ofrece la posibilidad de exprimir al máximo el tiempo de ocio en familia, con amigos o en la apacible intimidad que otorga este paraje.,Esta propiedad está situada en el parque de Zabalain en Legutio, uno de los entornos más bellos de la provincia. Tiene una ubicación magnífica dada su cercanía con múltiples servicios, ya que Legutio dispone de colegio, centro de salud, restaurantes, bares, supermercados… También es de destacar su buena red de comunicaciones debido a que está junto a la antigua carretera a Bilbao y la distancia a Vitoria es de 15 minutos. El pueblo dispone de transporte público hasta la capital alavesa. ,Zabalain se encuentra en un punto estratégico en cuanto a actividades económicas se refiere, dada la cercanía del polígono industrial de Gojain y del Parque Tecnológico de Miñano. En sus proximidades se encuentran la sede de la Federación vasca de Remo o el campo de golf de Larrabea.",Anuncio actualizado el 1 de mayo,0,0,3,1,0,segunda mano/buen estado,2007,,3 plantas,,1,,,39044542, Casa o chalet independiente,,,Legutiano,"Madala, 6"," Madala, 6 , Legutiano , Zuya, Álava ",,,"Zuya, Álava",1611,251,2019-03-29,,712000,0,4,1,0,1,
"La propiedad descrita ha sido diseñada por uno de los arquitectos más influyentes del siglo XX, Sáenz de Oiza, autor del santuario de Arantzazu o del edificio Torres Blancas en Madrid. Es una obra muy singular que cuenta con la participación de Moneo en su época como estudiante. Está reconocida por la Fundación Docomomo Ibérico, dedicada al estudio y valoración de la arquitectura del siglo XX.,Se trata de una casa construida en 1960 y reformada en 2005. Está formada por un terreno de 3.297m2, una casa principal de 215m2, un garaje y trastero de 36m2, una vivienda para invitados de 65m2, un txoko de 56m2, una piscina de 90m2, un vestuario 22m2 y almacén de 16m2.,Es una vivienda de planta concentrada que gira en torno a la chimenea y que busca la mejor respuesta a las exigencias climáticas y de uso. La disposición orgánica y funcional de los espacios, articulada mediante muros que se extienden hacia el exterior, configura tres áreas de actividad diferenciadas que se corresponden con las zonas de estar, dormir y servicios.,En planta baja encontramos un amplio salón-comedor en doble altura. Junto a ésta, la cocina, desde la cual accedemos a la zona de servicios y garaje. Justo al otro lado se halla la suite con baño completo y una sala de estudios que abre paso a dos dormitorios secundarios, también con baño completo. En el primer piso descubrimos un despacho abierto hacia el salón.,Con materiales austeros -tejas, ladrillo de Tudela y madera de pino finlandés el inmueble se constituye en un lugar en el que el lujo radica en los espacios concebidos en pro de la habitabilidad, consiguiendo una gran riqueza de ambientes y una muy interesante relación con el paisaje.,Esta propiedad está ubicada en el pueblo de Durana. Es reseñable en dicha población la multitud de servicios que ofrece, a pesar de su proximidad con la ciudad de Vitoria-Gasteiz. Dispone de bares, restaurantes, centro de salud, ikastola, centro sociocultural con polideportivo… También tiene línea de autobús urbano a la ciudad de Vitoria y línea de autobús interurbano que une Vitoria con Eibar.,Esta propiedad se encuentra muy bien comunicada por su cercanía a la salida de varias vías principales: a 500 metros está la salida a la A1, tan sólo 500 metros se encuentra la salida a la autopista AP‐68 y a 2 la salida de la autopista AP-1. De esta manera, Vitoria se halla a tan sólo diez minutos en coche (6 km), a 50 km Bilbao (con la facilidad para las comunicaciones que aporta el aeropuerto de Loiu) y a 100 km está San Sebastián.",Anuncio actualizado el 1 de mayo,0,0,5,1,0,segunda mano/buen estado,1960,no indicado,2 plantas,plaza de garaje incluida en el precio,1,,,39081208, Casa o chalet independiente,,,Arrazua-Ubarrundia,"Bergara Errepidea, 34"," Bergara Errepidea, 34 , Arrazua-Ubarrundia , Zuya, Álava ",,,"Zuya, Álava",3297,337,2019-03-29,,895000,0,6,1,1,1,
"Propiedad ubicada en un entorno privilegiado a los pies del Parque Natural de Gorbeia, junto al rio Bayas y en el pueblo de Sarria. Un auténtico remanso de paz.,En una parcela de 3.900 m2, nos encontramos esta sólida casa construida con excelentes aislamientos y calidades. La vivienda está rodeada de un extenso y consolidado jardín, y de los robledales y hayedos característicos de esta zona. ,La casa se distribuye de la siguiente manera: en planta baja se ubica un acogedor salón comedor lleno de luz merced a las vistas panorámicas al paisaje y con salida al porche. Una cocina, también muy luminosa, con su comedor de diario y un baño completo, rematan el piso. ,En la planta intermedia tenemos tres dormitorios con armarios empotrados y un baño. Y en la de arriba, el cuarto dormitorio y un gran trastero. Todos los dormitorios miran al fabuloso entorno que rodea la casa.,En el sótano se ubica la bodega y un gran garaje con espacio para dos coches grandes. Además, en un edificio anexo, disponemos de otras tres plazas de aparcamiento cerradas.,En el fabuloso jardín que rodea la casa se ubica una gran piscina cubierta y, frente a ésta, un txoko con cocina donde compartir momentos con amigos y familiares, además de una sauna con su pertinente baño. ,Toda la casa cuenta con persianas motorizadas y sistema de alarma para tranquilidad de aquellos a los que les preocupa la seguridad.,Esta propiedad se encuentra situada en Sarria, dentro del municipio de Zuia, a 20 km de Vitoria-Gasteiz y 40 km de Bilbao. A cinco minutos se encuentra Murgia, centro neurálgico y social de la zona, donde se hayan todos los servicios necesarios para el día a día, como colegios, tiendas de alimentación, centro de salud, restaurantes, bares, polideportivo, etcétera. ,El entorno natural de la zona es punto de referencia para los amantes del deporte y la naturaleza, siendo posible realizar paseos por el monte, ciclismo, rutas a caballo, jugar a golf….",Anuncio actualizado el 22 de noviembre,0,0,3,0,0,segunda mano/buen estado,1982,en trámite,3 plantas,plaza de garaje incluida en el precio,1,,,83232931, Casa o chalet independiente,,,Zuya,"Elizalde Kalea, Sarria, 44"," Elizalde Kalea, Sarria, 44 , Zuya , Álava ",,,Álava,3900,194,2019-03-29,,620000,0,4,0,1,0,
"Dúplex de 107 m2 distribuido en 3 dormitorios, salón, cocina y 2 baños. Tiene 2 terrazas. La calefacción es de gas individual. Plaza de garaje para un coche con acceso directo. Es completamente exterior con orientación Sur. El ascensor es a cota 0. Tiene también urbanización privada con piscina. Muy luminoso.",Anuncio actualizado el 11 de marzo,0,0,2,0,0,segunda mano/buen estado,2004,no indicado,planta 2ª,plaza de garaje incluida en el precio,0,,,28920417,Piso,,1,Urcabustaiz,Plaza nueva," Plaza nueva , Urcabustaiz , Zuya, Álava ",,,"Zuya, Álava",107,,2019-03-29,sur,195700,0,3,1,0,1,
"Magnífico chalet adosado para entrar a vivir en la zona de Etxabarri-Ibiña. La vivienda se encuentra dentro una parcela de 1000 m2, la cual tiene una superficie de 200 m2 útiles. En la parcela existe otro edificio de 50 m2 que hace las veces de txoko.,La vivienda dispone de dos plantas, la planta baja que se distribuye en garaje para dos vehículos, cocina, amplio salón con comedor, aseo y office. La planta primera se distribuye en cuatro dormitorios en los que tres de ellos cuentan con armarios empotrados, y dos baños. El txoko del jardín dispone de cocina, zona de estar con comedor y zona abuhardillada.,La vivienda cuenta con puerta de entrada blindada, puertas de madera de roble, ventanas de aluminio/madera climalit, y suelos cerámicos. ,Tiene calefacción por suelo radiante, chimenea en el salón y estufa de pellet en el txoko.,La vivienda se quedaría amueblada con la cocina y los baños, el resto sería negociable.,Dispone de jardín consolidado con riego automático, sistema de drenaje, con árboles frutales y diferentes tipos de árboles.,La vivienda es muy luminosa y soleada, se situada en una zona tranquila a escasos 10 minutos de Vitoria.",Anuncio actualizado el 4 de febrero,0,1,3,1,0,segunda mano/buen estado,2006,en trámite,,plaza de garaje incluida en el precio,1,,,82249223, Chalet adosado,,,Zigoitia,Calle Jasokundea," Calle Jasokundea , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",936,200,2019-03-29,"este, oeste",465000,0,4,1,0,0,
"ZUIA LIVING. Nueva promoción de viviendas ubicadas en el corazón de MURGIA. Perspectiva natural: apacibles vistas en una zona de gran belleza. El uso de la luz, juego de volúmenes, la expresividad de los materiales y sus texturas, se manifiestan de forma diferente a lo largo del día. Sabio equilibrio en esta novedosa propuesta estética. Resultado: imagen única y coherente con el entorno. Atmósfera moderna y relajada en todo el conjunto. Ático abuhardillado de 78 m2 con 2 dormitorios, salón-cocina-comedor y 2 baños. Garaje con acceso directo. Las infografías son orientativas y no tienen carácter contractual. Amueblamiento no incluido. 185.000€ + IVA.",Anuncio actualizado el 11 de marzo,0,0,2,0,0,segunda mano/buen estado,,en trámite,planta 3ª exterior,plaza de garaje incluida en el precio,0,,calefacción individual: gas natural,82337560,Ático,,1,Zuya,Campo de la Cruz," Campo de la Cruz , Zuya , Álava ",,,Álava,88,78,2019-03-29,"este, oeste",185000,0,2,1,0,0,
"Espectacular chalet individual en ZURBANO, distribuido en dos plantas de 220 m2 útiles de vivienda en parcela de 850 m2. En planta baja dispone de amplio salón con chimenea, un dormitorio, baño completo, cocina con comedor, hermoso garaje y 2 porches con acceso al jardín. En planta primera tenemos 3 dormitorios, uno de ellos con vestidor y baño con jacuzzi y terraza, y otro cuarto de baño para el resto de dormitorios., , La vivienda se encuentra en prefecto estado y además de una bonita distribución, tenemos una serie de extras como son, alarma, riego automático, caseta de aperos, puertas automáticas de entrada a garaje., ,Si deseas una vivienda moderna, en un entorno natural y si te gusta la tranquilidad, ESTA ES TU CASA.",Anuncio actualizado el 31 de enero,0,0,3,0,0,segunda mano/buen estado,2008,,,plaza de garaje incluida en el precio,1,,,83459239, Casa o chalet,,,Arrazua-Ubarrundia,," , Arrazua-Ubarrundia , Zuya, Álava ",,,"Zuya, Álava",245,220,2019-03-29,,502000,0,4,0,0,1,
"Impresionante chalet individual en parcela de 1990 m2 compuesto de:, , Semisótano: Txoko, despensa, aseo y porche cubierto, , Planta baja: 3 dormitorios, uno con baño y vestido, estudio, baño, cocina, garaje, cuarto de instalaciones y amplio salón comedor con chimenea., , Planta primera: recibidor, 2 hermosos dormitorios, baño, chimenea y 2 trasteros bajo cubierta., , Riego automático, árboles frutales. Buena situación. Excelentes vistas. En plena naturaleza., , Posibilidad de construir otro chalet individual.,.",Anuncio actualizado el 26 de marzo,0,0,4,0,0,segunda mano/buen estado,1989,,,plaza de garaje incluida en el precio,1,,,84344775, Casa o chalet,,,Zigoitia,," , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",350,220,2019-03-29,"sur, oeste",390000,0,5,0,0,1,
"Antigua casa tradicional de piedra de 600m2,Se distribuye en tres plantas.,Planta 1ª: Salón- Comedor, Cocina (actualizada y con económica), dos despensas y baño. ,Planta 2ª: 3 dormitorios, baño y pequeño apartamento compuesto de 4 estancias. ,Planta 3ª Pajar o desván. Además, contigua a la casa se encuentra la cuadra, taller y garaje. ,La casa necesita ser actualizada. ,Si necesitas espacio para toda la familia o tienes alguna idea en mente, llámanos y te la enseñamos.",Anuncio actualizado el 17 de enero,0,0,2,0,0,segunda mano/para reformar,,en trámite,,plaza de garaje incluida en el precio,0,,,40104163, Casa o chalet,,,Zigoitia,a-3608," a-3608 , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",600,,2019-03-29,,480000,0,6,1,0,0,
"Excelente CHALET INDIVIDUAL de 178 m2 con parcela consolidada de 1.300 m2 ideal para los amantes de la naturaleza y del GOLF.,Ubicado en el Paraje de LARRABEA junto al club de golf con servicio de bar, restaurante, gimnasio, sala de juegos, piscina.. .,Esta vivienda tiene una superficie de 168 m2 útiles y está distribuida en: ,PLANTA PRINCIPAL: Espacioso salón con chimenea, amplia cocina abierta a un coqueto comedor y un aseo que da servicio a la planta. También en esta planta nos encontramos un lavadero con acceso a garaje de 42 m2 y una bodega. Desde el comedor se accede a un agradable porche que invita a su aprovechamiento. ,PLANTA PRIMERA: 3 dormitorios y 2 cuartos de baño. El dormitorio principal dispone de un cómodo cuarto-vestidor, ideal para mantener el orden en ropa y complementos y un baño con cabina de hidromasaje. Los otros 2 dormitorios poseen grandes armarios empotrados. ,La vivienda ha sido construida con materiales de altas calidades y con una cuidada ESTETICA VASCO-FRANCESA. Se encuentra preparada para entrar a vivir. ,Añadimos que dispone de alarma así como de persianas motorizadas. ,La parcela es de 1.300 m2 con un ENVIDIABLE JARDÍN consolidado y con riego automático está cerrada perimetralmente con valla metálica y seto vegetal. Las puertas de acceso son motorizadas y desde la finca se puede acceder directamente al campo de golf.,Incluido en el precio hay tres títulos del club de golf para acceso libre a sus instalaciones. ,Si buscas algo especial en PLENA NATURALEZA, no lo dudes, pídenos cita para verlo, no te arrepentirás.",Anuncio actualizado el 19 de febrero,0,0,3,1,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,1,,,83893144, Casa o chalet independiente,,,Legutiano,Larrabea Parkea," Larrabea Parkea , Legutiano , Zuya, Álava ",,,"Zuya, Álava",178,,2019-03-29,,380000,0,3,0,0,1,
"Vivienda unifamiliar en muy buen estado para entrar a vivir en Etxebarri-Ibiña. La vivienda dispone de 184 m2 útiles en una parcela de 784 m2. La vivienda se distribuye en dos alturas. En la planta baja dispone de distribuidor, cocina de 21,60 m2, amplio salón de 48 m2 con chimenea, aseo, garaje de 32 m2 y porche. Posibilidad de hacer una habitación en planta baja. En la primera planta tiene 4 habitaciones, baño completo y otro baño incorporado en el dormitorio principal que también tiene un armario empotrado. La vivienda tiene puertas de interior de madera, ventanas de madera tipo climalit, suelos cerámicos y de tarima. La distribución en los planos es aproximada ya que ha sufrido modificaciones. Calefacción y agua caliente con caldera de gas-oil. Vivienda rodeada de bonito jardín y vistas despejadas.",Anuncio actualizado el 29 de enero,0,0,3,1,0,segunda mano/buen estado,1993,,,plaza de garaje incluida en el precio,0,,,84062821, Casa o chalet independiente,,,Zigoitia,Calle Baratua," Calle Baratua , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",784,184,2019-03-29,,399000,0,4,0,0,1,
"Magnífico chalet unifamiliar para entrar a vivir en la zona de Zigoitia, en el pueblo de Gopegui., , La vivienda dispone de 167 m2 útiles en dos plantas, más sótano de 90 m2, en parcela de 1200 m2. , , La vivienda se distribuye en dos alturas. En la planta baja dispone de distribuidor, cocina, salón, despensa, un dormitorio y baño con ducha. Cuenta con garaje para dos coches y almacén de 20 m2 en la zona trasera., , En la primera planta tiene tres dormitorios y dos baños, uno de ellos en el dormitorio principal que también tiene zona de vestidor. , , Dispone de puerta de entrada acorazada, puertas de interior de madera de haya, ventanas de pvc climalit oscilobatientes, y suelos cerámicos., , La vivienda se vendería completamente amueblada., , Cuenta con calefacción y agua caliente con caldera de gas-oil y estufa de pellet en el salón. , ,La vivienda esta rodeada de zona ajardinada con riego automático.",Anuncio actualizado el 5 de marzo,0,1,3,1,0,segunda mano/buen estado,2006,en trámite,,plaza de garaje incluida en el precio,1,,,84355609, Casa o chalet independiente,,,Zigoitia,Gorbea Etorbidea," Gorbea Etorbidea , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",1200,167,2019-03-29,,430000,0,4,1,0,1,
"Estupenda casa en Etxabarri Ibiña en una parcela de 1.200 metros cuadrados con amplio jardín ya consolidado y con piscina cubierta.,Tiene 264 metros útiles de vivienda y 62 de sótano.,En el sótano encontramos una sauna, un trastero, la bodega y el cuarto de instalaciones, con la caldera de gasoil, que también admite pellets.,La planta baja dispone de un amplio salón de unos 40 metros cuadrados con chimenea, la cocina, otro salón más pequeño, un dormitorio, baño y aseo.,Subimos por las escaleras para llegar a la primera planta donde se ubican los otros cuatro dormitorios que dispone la casa y dos baños. la habitación principal tiene el baño ensuite.,Ya en el jardín encontramos un porche semicerrado que alberga las dos plazas de aparcamiento, otro porche con un asador, abierto al jardín pero, a su vez, cubierto para evitar la lluvia o el sol.,En cuanto a calidades, los suelos de la planta baja son de cerámica (barro cocido) y los de la primera planta tienen parquet. Las ventanas son de madera, excepto las del salón, el baño de abajo y un dormitorio, que son de alumino con climalit y oscilobatientes.,La puerta de entrada a la vivienda es de seguridad.,La piscina está cubierta con metacrilato, por lo que, aunque cubierta, es luminosa.,Para cualquier información adicional, o si desea concertar una visita, no dude en pasar por nuestra oficina de General Álava, 6 bajo o llamarnos al 945-170 256.",Anuncio actualizado el 27 de marzo,0,0,3,1,0,segunda mano/buen estado,,,,plaza de garaje incluida en el precio,0,,,84773917, Casa o chalet,,,Zigoitia,Calle Bikorta," Calle Bikorta , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",1200,300,2019-03-29,sur,530000,0,5,1,1,1,
"Si lo que quieres vivir es en plena naturaleza pero en un entorno con vida este es tu chalet.,Se trata de una vivienda unifamiliar con 1.200 m2 de jardín totalmente consolidados y con una fantástica piscina. Está para entrar a vivir, tiene poca antigüedad.,Su distribución consta de dos plantas, de las cuales en planta baja tenemos el salón, una cocina amplia, un baño y un dormitorio, así como una despensa que viene muy bien. En planta primera tiene tres dormitorios y dos baños (el dormitorio principal tiene baño y vestidor incorporado).,Con garaje para dos coches.,Gopegui es un concejo del municipio de Zigoitia, población que se encuentra cerca de la ciudad de Vitoria-Gasteiz, como a unos 14 km. Tiene muy cerca el centro comercial de Gorbeia donde se puede encontrar un supermercado de Carrefour y varios comercios mas, así como cine, etc.",Anuncio actualizado el 12 de marzo,0,0,3,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,1,,calefacción individual,84628516, Casa o chalet independiente,,,Zigoitia,Gorbea," Gorbea , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",184,168,2019-03-29,,433000,0,4,1,1,0,
"Se vende casa de 168 metros cuadrados útiles en Gopegi en una parcela de 1.200 metros.,Consta de dos plantas y sótano.,El sotano, de 90 metros está de obra.,En la planta baja encontramos el recibidor, salón, la cocina, despensa, un dormitorio, un baño y el garaje, con sitio para dos coches.,Por escaleras subimos a la primera planta donde están los otros tres dormitorios y los dos baños. La habitación principal tiene vestidor y un baño ensuite.,En el jardín hay un almacén donde está el deposito de gasoil. Aparte, en el salón, existe una chimenea de pellets.,En cuanto a las calidades, el suelo es de cerámica, las ventanas de PVC con climalit y oscilobatientes, las puertas tanto de acceso al jardín como del garaje son eléctricas.",Anuncio actualizado el 15 de marzo,0,0,3,0,0,segunda mano/buen estado,,no indicado,,plaza de garaje incluida en el precio,0,,,84341592, Casa o chalet,,,Zigoitia,Gopegi Bidea," Gopegi Bidea , Zigoitia , Zuya, Álava ",,,"Zuya, Álava",1200,,2019-03-29,,435000,0,4,0,0,0,
"Casa de 229 m² de superficie y 1000 m² de parcela, en la que podrás disfrutar de tus ratos de ocio sin salir de casa, en Vitoria-Gasteiz, provincia de Araba.,Este chalet tiene 2 plantas de altura y dispone de 175 m² útiles, distribuidos en un amplio salón, cocina amueblada, totalmente independiente del resto de estancias y equipada con electrodomésticos, cinco dormitorios, dos cuartos de baño completos y un funciona aseo. Además, el chalet cuenta con balcón y que aporta gran luminosidad a toda la estancia. El inmueble es todo exterior y cuenta con jardín privado en el que aprovecharás el buen tiempo y trastero para que guardes todo aquello que necesites. Este chalet, situado en una vía de fácil acceso, tiene 1 plaza de garaje para que puedas aparcar con comodidad. ,Con orientación sur, es una casa muy soleada en las horas centrales del día. La vivienda está sin amueblar y en buen estado, lista para entrar a vivir. En cuanto a las calidades, este chalet cuenta con calefacción de gasoil, estufa de leña, carpintería exterior de madera, suelos de parquet y que da mucha calidez a la vivienda. y para que te sientas más seguro en tu hogar, la puerta principal es blindada; tiene alarma y fibra óptica recientemente instalada. ,Con buena ubicación en el entorno del Parque Natural Gorbea, a 20 minutos de Vitoria y 35 minutos de Bilbao, por autovía/autopista. Centro comercial Carrefour a 10 min con zonas deportivas. Zona urbana a 2 km con todos los servicios en Murgia,Llama al 693900894 para hacer una visita.,h1o0u1s5e2l4l.",Anuncio actualizado el 15 de marzo,0,0,3,0,0,segunda mano/buen estado,,en trámite,,plaza de garaje incluida en el precio,1,,,84269790, Casa o chalet,,,Zuya,," , Zuya , Álava ",,,Álava,1000,175,2019-03-29,,345000,0,5,1,0,0,
"Dúplex de 107 m2 listo para entrar a vivir.,En la planta de acceso se distribuye en 2 dormitorios, salón, cocina equipada y baño con columna de hidromasaje. A través de una escalera de caracol se accede a la planta superior que posee un dormitorio y un baño completo con bañera. ,Además cuenta con una agradable terraza con cabida para una mesa y 2 sillas. ,Tiene una plaza de garaje anexo a un trastero con acceso directo. dos amplias plazas de garaje y posibilidad de hacer un trastero. ,Es muy caluroso y soleado porque está orientado al Sur y es completamente exterior. Excelentes vistas a la montaña. ,Es una construcción del 2005 años con materiales de construcción actuales y con los elementos comunes en buen estado. Un piso cuidado, coqueto y muy luminoso. El ascensor es a cota 0. ,El edificio forma parte de una bonita urbanización con jardines y piscina al aire libre. ,Se encuentra en Izarra, núcleo urbano con todos los servicios primarios, supermercados, colegios, farmacias, bares y restaurantes.. . a medio camino entre Vitoria y Bilbao. ,REGISTRO CEE/CAPV/2014/00025780.",Anuncio actualizado el 11 de marzo,0,0,2,0,0,segunda mano/buen estado,2005,,planta 2ª,plaza de garaje incluida en el precio,0,,calefacción individual: gas propano/butano,81932388,Piso,,1,Urcabustaiz,Plaza Nueva," Plaza Nueva , Urcabustaiz , Zuya, Álava ",,,"Zuya, Álava",107,,2019-03-29,sur,165000,0,3,1,0,1,
"Excelente CHALET INDIVIDUAL de 245m2 con parcela arbolada y consolidada de 1.200m2 hecho a medida para los amantes de la naturaleza y del disfrute del campo, a un paso del núcleo urbano.,Área con un especial encanto por su llanura y su empaque como zona residencial. El chalet está en un perfecto enclave dada la ubicación en ESQUINA A TRES CALLES de la finca. ,Zona próxima al centro de Vitoria perfectamente comunicada por transporte público. ,PLANTA PRINCIPAL: Hall de entrada -distribuidor, grandiosa cocina -comedor, gran salón con chimenea, y un cuarto de baño., Todas las estancias se integran con la zona exterior debido a los grandes ventanales de los que disponen, permitiendo una más que agradable y relajante vista a un jardín verde y frondoso que rodea toda la casa.,PLANTA PRIMERA: 4 grandes dormitorios y 2 cuartos de baño. Armarios empotrados de gran capacidad en cada uno de ellos.,PLANTA SEGUNDA: Espacio diáfano de 30m2 con gran ventanal, el cual ofrece unas panorámicas vistas y permite la entrada de luz y sol durante todo el día. ,GARAJE: Ubicado en planta baja, a cota cero. ,JARDIN: Dispone barbacoa, árboles frutales de diferentes clases, riego automatizado. etc.,SERVICIOS: Zona dotada de todos los servicios necesarios para el día a día, tales como centro de salud, colegio, guardería, bares, restaurantes, polideportivo? â¬? y más. ,Si te gusta lo que lees no esperes más y pídenos cita para verlo, no te arrepentirás. ,Registro 2018RTE00203162.",Anuncio actualizado el 21 de marzo,0,0,3,0,0,segunda mano/buen estado,1996,,,,1,,,82359889, Casa o chalet independiente,,,Arrazua-Ubarrundia,Calle Herrador," Calle Herrador , Arrazua-Ubarrundia , Zuya, Álava ",,,"Zuya, Álava",1200,,2019-03-29,,475000,0,4,0,0,1,
